pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,default_flag,disc_pubdate,disc_year,discoverymethod,disc_locale,disc_facility,disc_telescope,ra,dec,glon,glat,elon,elat,pl_orbper,pl_orblper,pl_orbsmax,pl_orbincl,pl_orbtper,pl_orbeccen,pl_eqt,pl_occdep,pl_insol,pl_dens,pl_trandep,pl_tranmid,pl_trandur,sy_umag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gmag,sy_gaiamag,sy_tmag,pl_controv_flag,st_metratio,st_spectype,sy_kepmag,st_rotp,pl_projobliq,x,y,z,htm20,pl_rvamp,pl_radj,pl_rade,pl_ratror,pl_ratdor,pl_trueobliq,sy_icmag,rowupdate,pl_pubdate,releasedate,dkin_flag,pl_imppar,pl_cmassj,pl_cmasse,pl_massj,pl_masse,pl_bmassj,pl_bmasse,pl_bmassprov,pl_msinij,pl_msinie,st_teff,st_met,st_radv,st_vsin,st_lum,st_logg,st_age,st_mass,st_dens,st_rad,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,soltype,sy_snum,sy_pnum,sy_mnum,cb_flag,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_ndispec,pl_nnotes,sy_pm,sy_pmra,sy_pmdec,sy_plx,sy_dist,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,st_spectype_simp,is_rocky,pl_radius_for_esi,pl_esi,pl_hza,pl_hzc,pl_hzd,pl_type
YZ Cet b,b,YZ Cet,,HIP 5643,TIC 439403362,Gaia DR2 2358524597030794112,1,2017-09,2017,Radial Velocity,Ground,La Silla Observatory,3.6 m ESO Telescope,18.1330792,-16.9962434,149.72351,-78.75503,9.78875,-22.74184,2.02087,197.0,0.01634,,2452996.25,0.06,471.2,,8.21,,,,,,,,,,,,,,10.4294,12.2975,0,[Fe/H],M4.5 V,,68.28,,0.9088292499009156,0.2976320559725633,-0.2923090039360467,987040254,1.31,,,,,,,2022-02-15,2020-04,2022-02-15,0,,,,,,0.0022,0.7,Msini,0.0022,0.7,3151.0,-0.18,,2.0,-2.659,5.17,3.8,0.14,,0.16,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,3,0,0,1,0,0,0,0,0,1,1363.52268,1205.18,637.758,269.363,3.71207,,,,,,M,0,0.8879040017426006,0.4448552553756019,,,,Unknown
YZ Cet c,c,YZ Cet,,HIP 5643,TIC 439403362,Gaia DR2 2358524597030794112,1,2017-09,2017,Radial Velocity,Ground,La Silla Observatory,3.6 m ESO Telescope,18.1330792,-16.9962434,149.72351,-78.75503,9.78875,-22.74184,3.05989,,0.02156,,2452997.62,0.0,410.3,,4.72,,,,,,,,,,,,,,10.4294,12.2975,0,[Fe/H],M4.5 V,,68.28,,0.9088292499009156,0.2976320559725633,-0.2923090039360467,987040254,1.84,,,,,,,2022-02-15,2020-04,2022-02-15,0,,,,,,0.00359,1.14,Msini,0.00359,1.14,3151.0,-0.18,,2.0,-2.659,5.17,3.8,0.14,,0.16,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,3,0,0,1,0,0,0,0,0,2,1363.52268,1205.18,637.758,269.363,3.71207,,,,,,M,0,1.0446439268223189,0.5398742474700432,,,,Unknown
YZ Cet d,d,YZ Cet,,HIP 5643,TIC 439403362,Gaia DR2 2358524597030794112,1,2017-09,2017,Radial Velocity,Ground,La Silla Observatory,3.6 m ESO Telescope,18.1330792,-16.9962434,149.72351,-78.75503,9.78875,-22.74184,4.65626,200.0,0.02851,,2452996.83,0.07,356.7,,2.7,,,,,,,,,,,,,,10.4294,12.2975,0,[Fe/H],M4.5 V,,68.28,,0.9088292499009156,0.2976320559725633,-0.2923090039360467,987040254,1.54,,,,,,,2022-02-15,2020-04,2022-02-15,0,,,,,,0.00343,1.09,Msini,0.00343,1.09,3151.0,-0.18,,2.0,-2.659,5.17,3.8,0.14,,0.16,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,3,0,0,1,0,0,0,0,0,0,1363.52268,1205.18,637.758,269.363,3.71207,,,,,,M,0,1.0291424665715063,0.6749544179401618,,,,Unknown
gam Lib b,b,gam Lib,HD 138905,HIP 76333,TIC 386935627,Gaia DR2 6265374394490149248,1,2018-08,2018,Radial Velocity,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,233.8818636,-14.789502,351.51546,32.19557,235.13443,4.38602,414.88,-169.7,1.319,,2455020.3,0.16,,,,,,,,,,,,-1.002,-0.386,1.59,1.456,,3.64937,3.0514,0,[Fe/H],K0 III,,,,-0.5699236451028871,-0.7810409570862075,-0.2552686077575916,871432000,21.17,,,,,,,2023-09-19,2023-08,2023-09-19,0,,,,,,1.126,357.87479,Msini,1.126,357.87479,4879.0,-0.27,,,1.897,2.5,,1.78,,12.38,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,2,0,0,1,0,0,0,0,0,1,64.5845688,63.8236,9.88507,21.0823,47.4017,4.907,3.90672,2.129,1.595,1.524,K,0,7.099760555305194,,,,-0.6190357001282063,Unknown
gam Lib c,c,gam Lib,HD 138905,HIP 76333,TIC 386935627,Gaia DR2 6265374394490149248,1,2018-08,2018,Radial Velocity,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,233.8818636,-14.789502,351.51546,32.19557,235.13443,4.38602,966.49,152.6,2.318,,2455563.8,0.065,,,,,,,,,,,,-1.002,-0.386,1.59,1.456,,3.64937,3.0514,0,[Fe/H],K0 III,,,,-0.5699236451028871,-0.7810409570862075,-0.2552686077575916,871432000,73.38,,,,,,,2023-09-19,2023-08,2023-09-19,0,,,,,,5.231,1662.5604,Msini,5.231,1662.5604,4879.0,-0.27,,,1.897,2.5,,1.78,,12.38,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,2,0,0,1,0,0,0,0,0,1,64.5845688,63.8236,9.88507,21.0823,47.4017,4.907,3.90672,2.129,1.595,1.524,K,0,11.84656597248903,,,,0.6511080140188968,Unknown
24 Boo b,b,24 Boo,HD 127243,HIP 70791,TIC 441712711,Gaia DR2 1603662211901473408,1,2018-08,2018,Radial Velocity,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,217.1555242,49.8446488,90.16373,60.6447,185.91956,58.88795,30.33,-179.2,0.194,,2455129.2,0.032,,,,,,,,,,,,,,,,,5.3339,4.7812,0,[Fe/H],G3 IV,,,,-0.5139545983396433,-0.3894843300461416,0.7642987815599632,-1490796185,55.67,,,,,,,2023-09-19,2023-08,2023-09-19,0,,,,,,0.883,280.64248,Msini,0.883,280.64248,4816.0,-0.78,,,1.877,2.28,,1.05,,12.19,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,1,0,0,0,0,0,0,307.6469784,-304.064,-46.8161,10.39,95.9863,6.439,5.59,3.845,3.34,3.159,G,0,6.547132594922925,,,,-2.0438163536275247,Unknown
pi Men c,c,HD 39091,HD 39091,HIP 26394,TIC 261136679,Gaia DR2 4623036865373793408,1,2018-11,2018,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,84.2992798,-80.4646041,292.50808,-29.77608,273.90137,-76.01862,6.26791,103.31,0.069,,2450828.565,0.077,,,,,,,,,,,,,,,,,5.5128,5.1054,0,,,,,,0.0164550715450965,0.164837591248015,-0.9861834510536048,1068394155,1.185,,,,,,,2023-06-14,2022-09,2023-06-14,0,,,,,,0.011,3.49611,Msini,0.011,3.49611,,,,,,,,1.1,,,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,3,0,0,1,2,1,0,0,0,2,1094.0304816,311.187,1048.84,54.7052,18.2702,6.252,5.65,4.869,4.424,4.241,,0,1.5177317854620145,,,,,Unknown
V1298 Tau b,b,V1298 Tau,,,TIC 15756231,Gaia DR2 51886335968692480,1,2019-08,2019,Transit,Space,K2,0.95 m Kepler Telescope,61.331654,20.1570318,172.89486,-23.37696,63.22772,-0.65768,24.1396,85.0,0.1688,89.0,,0.29,677.0,,35.0,,,2457067.0488,6.42,14.9719,14.1993,13.883,12.8835,8.044,8.071,8.023,7.611,14.6179,10.0702,9.4901,0,,,10.514,2.87,,0.4503556475644936,0.8236713937072111,0.3445942917333164,-403262256,,0.916,10.27,0.07,27.0,,,2019-10-18,2019-11,2019-10-24,0,0.46,,,,,,,,,,,,,,,,0.023,1.1,,1.34,1,0,1,1,0,0,0,0,0,0,Published Confirmed,3,4,0,0,0,0,0,0,2,0,3,16.9054651,5.22793,-16.0768,9.21392,108.199,11.114,10.115,8.687,8.191,8.094,,0,10.27,0.1144087866781972,,,,Unknown
Teegarden's Star b,b,Teegarden's Star,,,TIC 257870150,Gaia DR2 35227046884571776,1,2019-07,2019,Radial Velocity,Ground,Calar Alto Observatory,3.5 m telescope,43.2691449,16.8649024,160.29013,-37.03132,45.82248,0.30112,4.90634,338.0,0.0259,,,0.03,277.0,,1.08,,,,,,,,,,,,,,12.2746,10.565,0,[Fe/H],,,96.2,,0.6968256718673793,0.6559471587180045,0.2901160250595482,-1746316371,2.09,,,,,,,2024-03-05,2024-02,2024-03-05,0,,,,,,0.00365,1.16,Msini,0.00365,1.16,3034.0,-0.11,,,-3.141,5.19,,0.1,,0.12,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,3,0,0,0,0,0,0,0,0,0,5123.3319204,3429.53,-3806.16,261.015,3.83078,,15.13,8.394,7.883,7.585,,0,1.0507175744985802,0.9676662472738696,,,,Unknown
Teegarden's Star c,c,Teegarden's Star,,,TIC 257870150,Gaia DR2 35227046884571776,1,2019-07,2019,Radial Velocity,Ground,Calar Alto Observatory,3.5 m telescope,43.2691449,16.8649024,160.29013,-37.03132,45.82248,0.30112,11.416,301.0,0.0455,,,0.04,209.0,,0.35,,,,,,,,,,,,,,12.2746,10.565,0,[Fe/H],,,96.2,,0.6968256718673793,0.6559471587180045,0.2901160250595482,-1746316371,1.43,,,,,,,2024-03-05,2024-02,2024-03-05,0,,,,,,0.0033,1.05,Msini,0.0033,1.05,3034.0,-0.11,,,-3.141,5.19,,0.1,,0.12,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,3,0,0,0,0,0,0,0,0,0,5123.3319204,3429.53,-3806.16,261.015,3.83078,,15.13,8.394,7.883,7.585,,0,1.0163963568148535,0.6594926296373906,,,,Unknown
DS Tuc A b,b,DS Tuc A,HD 222259 A,HIP 116748 A,TIC 410214986,Gaia DR2 6387058411482257536,1,2019-07,2019,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,354.9154673,-69.196043,312.10146,-46.63356,311.43551,-57.6872,8.138268,,,89.5,2458332.30997,0.0,850.0,,,,0.2936,2458332.30997,3.1764,,,,,6.767,6.65,6.728,6.589,,8.31926,7.8541,0,,G6 V,,2.85,,0.3537739326319806,-0.0314772208112791,-0.9348011495286582,430226194,,0.509,5.7,0.05419,20.35,,,2019-07-03,2019-07,2019-07-11,0,0.18,,,,,,,,,,5428.0,0.0,8.05,17.8,-0.14,,0.045,1.01,2.4,0.96,0,0,1,0,0,0,0,0,0,0,Published Confirmed,2,1,0,0,1,0,0,0,0,0,2,104.2238507,79.4639,-67.4396,22.6663,44.0622,8.886,8.17,7.122,6.759,6.676,G,0,5.7,,,,,Unknown
DE CVn b,b,DE CVn,,,TIC 446175401,Gaia DR2 1550299304833675392,1,2018-11,2018,Eclipse Timing Variations,Ground,Multiple Facilities,Multiple Telescopes,201.7207198,45.5455449,104.28761,70.27803,175.94362,49.28848,4098.1,,5.75,86.0,,0.0,,,,,,,,15.6103,12.5088,11.4455,12.4303,8.447,8.306,8.215,8.146,14.887,11.9752,10.857,0,,,,,,-0.6506169462380813,-0.2591845096021959,0.7138073824569923,-1032854863,,,,,,,,2019-07-03,2018-11,2019-07-11,0,,12.0293,3823.273,,,12.0293,3823.2733,Msin(i)/sin(i),12.0,3813.96,,,,,,,,0.51,,,0,0,0,0,0,0,0,1,0,0,Published Confirmed,2,1,0,1,0,0,0,0,0,0,1,268.1544429,-202.464,-175.827,32.7338,30.5225,14.227,12.956,9.392,8.797,8.555,,0,15.636700381881132,,,,,Unknown
bet Pic c,c,bet Pic,HD 39060,HIP 27321,TIC 270577175,Gaia DR2 4792774797545105664,1,2019-08,2019,Radial Velocity,Ground,La Silla Observatory,3.6 m ESO Telescope,86.8212337,-51.066148,258.36341,-30.61167,82.5399,-74.42315,1192.77951,243.89,2.68,88.947,2452696.565,0.314,,,,,,,,,,,,3.484,3.182,2.597,0.014,,3.82015,3.6957,0,,,,,,0.0348469725691354,0.6274558545640109,-0.7778719940170828,2143792867,137.999,,,,,,,2023-06-12,2022-09,2023-06-12,0,,,,10.139,3222.46222,10.139,3222.46222,Mass,,,,,,,,,,1.79,,,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,2,0,0,1,0,0,0,0,0,1,82.614613,2.49266,82.577,50.6231,19.7442,4.013,3.85,3.669,3.544,3.526,,0,14.770525433868809,,,,,Unknown
V1298 Tau c,c,V1298 Tau,,,TIC 15756231,Gaia DR2 51886335968692480,1,2019-11,2019,Transit,Space,K2,0.95 m Kepler Telescope,61.331654,20.1570318,172.89486,-23.37696,63.22772,-0.65768,8.24958,92.0,0.0825,88.49,,0.43,968.0,,146.0,,,2457064.2797,4.66,14.9719,14.1993,13.883,12.8835,8.044,8.071,8.023,7.611,14.6179,10.0702,9.4901,0,,,10.514,2.87,,0.4503556475644936,0.8236713937072111,0.3445942917333164,-403262256,,0.499,5.59,0.0381,13.19,,,2019-10-18,2019-11,2019-10-24,0,0.34,,,,,,,,,,,,,,,,0.023,1.1,,1.34,1,0,1,0,0,0,0,0,0,0,Published Confirmed,3,4,0,0,0,0,0,0,2,0,4,16.9054651,5.22793,-16.0768,9.21392,108.199,11.114,10.115,8.687,8.191,8.094,,0,5.59,0.1461556893796206,,,,Unknown
V1298 Tau d,d,V1298 Tau,,,TIC 15756231,Gaia DR2 51886335968692480,1,2019-11,2019,Transit,Space,K2,0.95 m Kepler Telescope,61.331654,20.1570318,172.89486,-23.37696,63.22772,-0.65768,12.4032,88.0,0.1083,89.04,,0.21,845.0,,85.0,,,2457072.3913,5.59,14.9719,14.1993,13.883,12.8835,8.044,8.071,8.023,7.611,14.6179,10.0702,9.4901,0,,,10.514,2.87,,0.4503556475644936,0.8236713937072111,0.3445942917333164,-403262256,,0.572,6.41,0.0436,17.31,,,2019-10-18,2019-11,2019-10-24,0,0.29,,,,,,,,,,,,,,,,0.023,1.1,,1.34,1,0,1,0,0,0,0,0,0,0,Published Confirmed,3,4,0,0,0,0,0,0,0,0,4,16.9054651,5.22793,-16.0768,9.21392,108.199,11.114,10.115,8.687,8.191,8.094,,0,6.41,0.1377160747100001,,,,Unknown
V1298 Tau e,e,V1298 Tau,,,TIC 15756231,Gaia DR2 51886335968692480,1,2019-11,2019,Transit,Space,K2,0.95 m Kepler Telescope,61.331654,20.1570318,172.89486,-23.37696,63.22772,-0.65768,53.5,,,,,,,,,1.79,,2459481.7967,,14.9719,14.1993,13.883,12.8835,8.044,8.071,8.023,7.611,14.6179,10.0702,9.4901,0,,,10.514,2.91,,0.4503556475644936,0.8236713937072111,0.3445942917333164,-403262256,47.0,0.89,9.976,,,,,2024-03-25,2023-12,2024-03-25,0,,,,1.01,321.00669,1.01,321.00669,Mass,,,4941.0,,,24.9,0.039,4.23,0.013,1.26,,1.43,0,0,1,1,0,0,0,0,0,0,Published Confirmed,3,4,0,0,0,0,0,0,0,0,3,16.9054651,5.22793,-16.0768,9.21392,108.199,11.114,10.115,8.687,8.191,8.094,,0,9.976,,,,,Unknown
7 CMa c,c,7 CMa,HD 47205,HIP 31592,TIC 48237215,Gaia DR2 2939555954747554176,1,2019-11,2019,Radial Velocity,Ground,Multiple Observatories,Multiple Telescopes,99.171276,-19.2561808,228.68876,-11.79597,101.73845,-42.32234,996.0,233.5,2.153,90.0,,0.08,,,,,,,,,,,,-0.682,-0.525,1.653,1.541,,3.67853,3.0677,0,[Fe/H],,,,,-0.1504691751672357,0.9319849476704458,-0.329792487240398,-730676201,14.9,,,,,,,2019-10-18,2019-11,2019-10-24,0,,0.87,276.512,,,0.87,276.5121,Msin(i)/sin(i),0.87,276.5121,4826.0,0.21,,,1.063,3.19,4.3,1.34,,4.87,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,2,0,0,1,1,0,0,0,0,0,95.6229309,61.9916,-72.8065,50.4571,19.8101,5.013,3.95,2.173,1.679,1.564,,0,6.514854390457405,,,,1.3463376675360712,Unknown
NY Vir c,c,NY Vir,,,TIC 175402069,Gaia DR2 3637481302758519040,1,2019-05,2019,Eclipse Timing Variations,Ground,Winer Observatory,0.51 m Telescope,204.7005847,-2.0303873,326.17234,58.68771,203.63073,7.67833,8799.0,320.0,,,2450031.0,0.15,,,,,,,,12.9288,13.5799,16.3646,14.2332,14.213,14.28,12.944,9.248,13.7447,13.3943,14.021,0,,,,,,-0.9079335337213732,-0.417613992763543,-0.0354295271251485,-661795,,,,,,,,2019-10-18,2019-05,2019-10-24,0,,,,,,5.54,1760.7782,Msini,5.54,1760.7782,32780.0,,,,1.375,5.74,,0.46,187.9524,0.15,0,0,0,0,0,0,0,1,0,0,Published Confirmed,2,2,0,1,0,0,0,0,0,0,1,13.390667,-6.11243,-11.9142,1.81161,544.024,13.427,13.496,14.594,14.646,14.635,,0,12.07540069855255,,,,,Unknown
eps Ind A b,b,eps Ind A,HD 209100,HIP 108870,TIC 231698181,Gaia DR2 6412595290592307840,1,2019-12,2019,Radial Velocity,Ground,La Silla Observatory,3.6 m ESO Telescope,330.8714021,-56.7969023,336.16647,-48.05511,309.63657,-41.42642,,,28.4,103.7,,0.4,275.0,,,,,,,,,,,,,,,,4.34562,3.7002,0,[Fe/H],K5 V,,,,0.4783520756319317,-0.2665601617649409,-0.8367347081951789,-336533374,,,,,,,,2024-08-07,2024-07,2024-08-07,0,,,,6.31,2005.49725,6.31,2005.49725,Mass,,,4760.0,0.22,,,,5.25,3.5,0.76,,0.68,0,0,0,1,1,0,0,0,1,0,Published Confirmed,3,1,0,0,1,0,0,0,0,0,3,4708.235884,3967.04,-2535.76,274.805,3.63857,5.761,4.69,2.894,2.349,2.237,K,0,12.610743440469427,,,,,Unknown
AU Mic b,b,AU Mic,HD 197481,HIP 102409,TIC 441420236,Gaia DR2 6794047652729201024,1,2020-06,2020,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,311.2911369,-31.34245,12.65304,-36.80401,305.30682,-12.82465,8.46308,88.4304,0.0649,89.579,2458322.77,0.00577,600.0,,21.2,,0.2379,2458525.04109,3.4927,,,,,,,,,,7.84038,6.755,0,[Fe/H],,,,,0.5635907971863006,-0.6417221188273906,-0.5201520311741507,1266543779,,0.353,3.957,0.0488,18.79,,,2024-09-28,2023-12,2024-09-28,0,0.134,,,,,,,,,,3678.0,0.23,,,-1.038,4.4,0.02,0.51,1.75,0.74,1,0,1,1,0,0,0,0,0,0,Published Confirmed,1,3,0,0,1,0,1,0,0,0,1,456.8630854,281.424,-359.895,102.829,9.7221,10.209,8.81,5.436,4.831,4.529,,0,3.957,0.2306547344686658,,,,Unknown
AU Mic c,c,AU Mic,HD 197481,HIP 102409,TIC 441420236,Gaia DR2 6794047652729201024,1,2021-05,2021,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,311.2911369,-31.34245,12.65304,-36.80401,305.30682,-12.82465,18.85969,223.2844,0.1108,89.227,2458324.0,0.00338,459.0,,7.3,,0.097,2458342.224,4.236,,,,,,,,,,7.84038,6.755,0,[Fe/H],,,,,0.5635907971863006,-0.6417221188273906,-0.5201520311741507,1266543779,,0.225,2.522,0.0311,32.05,,,2024-09-28,2023-12,2024-09-28,0,0.3,,,,,,,,,,3678.0,0.23,,,-1.038,4.4,0.02,0.51,1.75,0.74,0,0,1,1,0,0,0,0,0,0,Published Confirmed,1,3,0,0,1,0,1,0,0,0,2,456.8630854,281.424,-359.895,102.829,9.7221,10.209,8.81,5.436,4.831,4.529,,0,2.522,0.3823910764369533,,,,Unknown
17 Sco b,b,17 Sco,,HIP 79540,TIC 135596590,Gaia DR2 4342464209753404416,1,2020-12,2020,Radial Velocity,Ground,Lick Observatory,Coude Auxiliary Telescope,243.4620874,-11.8377905,1.30262,27.34301,243.70449,9.21181,578.38,57.03,1.45,,2453294.41,0.06,,,,,,,,,,,,0.122,0.752,2.058,1.931,,4.75429,3.97655,0,[Fe/H],K3 III,,329.49,,-0.4372876982802885,-0.875612001672629,-0.2051416375570282,649404373,92.4,,,,,,,2021-10-25,2020-12,2021-10-25,0,,,,,,4.32,1373.01872,Msini,4.32,1373.01872,4157.0,-0.01,,3.98,2.254,1.7,5.13,1.22,,25.92,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,10.6681995,-5.62983,-9.06176,7.9805,124.953,6.615,5.22606,2.943,2.266,2.094,K,0,11.114556882696178,,,,-0.65366715644559,Unknown
CD Cet b,b,CD Cet,,,TIC 328465904,Gaia DR2 3179036008830848,1,2020-08,2020,Radial Velocity,Ground,Calar Alto Observatory,3.5 m telescope,48.3530155,4.7751881,175.42689,-43.1678,47.24706,-12.69914,2.2907,,0.0185,87.48,2458804.489,,464.0,,8.6,,,,,17.4608,13.9494,14.1848,13.2956,,,,,15.0603,12.1232,10.6701,0,[Fe/H],M5.0 V,,126.2,,0.6622325954088722,0.7446596822011099,0.0832463049160196,1209251867,6.51,,,,,,,2021-11-02,2020-08,2021-11-02,0,,,,,,0.01243,3.95,Msini,0.01243,3.95,3130.0,0.13,,2.0,-2.533,4.93,3.0,0.16,,0.17,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,1743.982574,1741.86,86.0172,116.154,8.60715,,13.95,8.775,8.208,7.833,M,0,1.5807591288804117,0.4180307081754102,,,,Unknown
ups Leo b,b,ups Leo,,,TIC 49430557,Gaia DR2 3794167001116433152,1,2021-12,2021,Radial Velocity,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,174.2372188,-0.8235643,267.26323,56.79861,175.03659,-3.04521,385.2,131.0,1.18,,2455279.6,0.32,,,,,,,,,,,,0.065,0.147,2.059,1.94,,4.0304,3.4462,0,[Fe/H],G9 III,,,,-0.994843363372952,0.1003996381070498,-0.0143734136782495,-1979925546,11.7,,,,,,,2022-01-10,2021-12,2022-01-10,0,,,,,,0.51,162.09249,Msini,0.51,162.09249,4836.0,-0.2,,1.78,1.8,2.46,,1.48,,11.22,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,42.3351126,2.77905,42.2438,18.9939,52.5973,5.296,4.3049,2.781,2.267,2.184,G,0,5.452399022381962,,,,-0.758504017808466,Unknown
gam Psc b,b,gam Psc,,,TIC 262691761,Gaia DR2 2658974606110545536,1,2021-12,2021,Radial Velocity,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,349.2946794,3.2823664,82.48693,-52.02918,351.45627,7.25589,555.1,44.0,1.32,,2455394.6,0.204,,,,,,,,,,,,,,,,,3.41425,2.8162,0,[Fe/H],G7 III,,,,0.980983588676953,-0.1854531234948843,0.057256770189017,-759198563,34.0,,,,,,,2022-01-10,2021-12,2022-01-10,0,,,,,,1.34,425.89007,Msini,1.34,425.89007,4742.0,-0.62,,1.67,1.766,2.33,,0.99,,11.2,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,0,760.4929636,760.266,18.5784,24.1899,41.3107,4.611,3.69252,2.021,1.486,1.393,G,0,7.523717923025705,,,,-0.56756979008195,Unknown
b Cen AB b,b,b Cen A,,,TIC 159589603,Gaia DR2 6105713692543053056,1,2021-12,2021,Imaging,Ground,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,220.4897992,-37.7936323,325.90163,20.09936,229.93314,-20.98666,1790000.0,,556.0,143.0,,0.4,,,,,,,,,,,,4.55,4.333,4.669,4.596,,4.01093,4.2009,0,,B2.5 V,,,,-0.6009817388340432,-0.5131018766726759,-0.6128192341490172,-900910864,,,,,,,,2022-01-24,2021-12,2022-01-24,0,,,,10.9,3464.32964,10.9,3464.32964,Mass,,,,,,,,,0.015,5.5,,,0,0,0,0,0,0,0,0,1,0,Published Confirmed,2,1,0,1,0,0,0,0,0,0,2,44.5616583,-31.5169,-31.5028,10.2435,98.0935,3.819,4.01,4.637,4.628,4.487,B,0,15.131189483719924,,,,,Unknown
AB Aur b,b,AB Aur,,,TIC 96680681,Gaia DR2 156917493449670656,1,2022-04,2022,Imaging,Ground,Subaru Telescope,8.2 m Subaru Telescope,73.9410446,30.5510888,172.49916,-7.98082,76.0841,7.88431,,,93.9,42.6,,0.4,,,,,,,,,,,,3.289,1.669,0.542,-1.723,,7.07854,6.94321,0,,,,,,0.2382240161756358,0.8275710682418008,0.5083064480471156,-1427851596,,,,,,,,2022-04-12,2022-04,2022-04-12,0,,,,9.0,2860.45566,9.0,2860.45566,Mass,,,9770.0,,,,1.771,,0.003,2.4,,,0,0,0,0,0,0,0,0,1,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,1,24.429161,3.92615,-24.1116,6.13996,162.127,7.193,7.076,5.936,5.062,4.23,,0,14.195316282446598,,,,217.5383292333799,Unknown
pi Men d,d,HD 39091,HD 39091,HIP 26394,TIC 261136679,Gaia DR2 4623036865373793408,1,2022-05,2022,Radial Velocity,Ground,La Silla Observatory,3.6 m ESO Telescope,84.2992798,-80.4646041,292.50808,-29.77608,273.90137,-76.01862,124.64,323.0,,,2457595.46,0.22,,,,,,,,,,,,,,,,,5.5128,5.1054,0,[Fe/H],,,,,0.0164550715450965,0.164837591248015,-0.9861834510536048,1068394155,1.68,,,,,,,2022-05-03,2022-05,2022-05-03,0,,,,,,0.0421,13.38,Msini,0.0421,13.38,5998.0,0.09,,3.34,,,3.92,1.07,,1.19,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,3,0,0,1,2,1,0,0,0,1,1094.0304816,311.187,1048.84,54.7052,18.2702,6.252,5.65,4.869,4.424,4.241,,0,2.3740254542733905,,,,,Unknown
iot Dra c,c,iot Dra,HD 137759,HIP 75458,TIC 165722603,Gaia DR2 1614731957530945280,1,2021-11,2022,Radial Velocity,Ground,La Silla Observatory,3.6 m ESO Telescope,231.2323227,58.9661403,93.97119,48.62777,184.94562,71.09357,25000.0,62.0,19.4,86.0,2476000.0,0.455,,,,,,,,,,,,-1.54,-0.467,0.74,0.624,,2.96828,2.2711,0,[Fe/H],K2 III,,,,-0.3228154607562851,-0.4019656083762661,0.8568627824683515,1095359429,,,,,,,,2022-05-03,2021-11,2022-05-03,0,,,,,,15.6,4958.12315,Msini,15.6,4958.12315,4504.0,0.03,,,1.722,2.48,2.65,1.54,,11.79,0,0,0,1,0,0,0,0,0,0,Published Confirmed,1,2,0,0,1,2,0,0,0,0,1,18.1121506,-8.1,16.2,31.92,31.32832,4.467,3.29668,1.293,0.724,0.671,K,0,17.051886628576913,,,,22.68468948557755,Unknown
